Namn;pgkod;persnr;Namn;meritp;Namn ;Kurskod;HP;Obligatorisk;betyg
Datavetenskap;LIU50153;5770575460;Hillard Mikulka;13.78;Matematisk statistik;TAMS27;4;1;VG
Datavetenskap;LIU50153;5770575460;Hillard Mikulka;13.78;Språklig kommunikation;TGTU02;4;0;G
Datavetenskap;LIU50153;5770575460;Hillard Mikulka;13.78;Numeriska algoritmer;TANA03;4;1;G
Datavetenskap;LIU50153;5770575460;Hillard Mikulka;13.78;Processprogrammering och operativsystem;TDDB68;4;1;U
Datavetenskap;LIU50153;5770575460;Hillard Mikulka;13.78;Omskrivningssystem;TDDB40;3;1;G
Datavetenskap;LIU50153;5770575460;Hillard Mikulka;13.78;Artificiell intelligens;TDDC17;4;1;G
Datavetenskap;LIU50153;5770575460;Hillard Mikulka;13.78;Neurala nät i kognitiv neurovetenskap;TDDC11;5;1;G
Datavetenskap;LIU50153;7966946927;Brew Ruzycki;15.75;Kemi;TFKE16;4;0;U
Datavetenskap;LIU50153;7966946927;Brew Ruzycki;15.75;Industriell ekonomi, grundkurs;TEIE59;3;0;U
Datavetenskap;LIU50153;7966946927;Brew Ruzycki;15.75;Lingvistik, grundkurs;TDDC89;4;1;G
Datavetenskap;LIU50153;7966946927;Brew Ruzycki;15.75;Konstruktion och analys av algoritmer 3;TDDA32;5;1;G
Datavetenskap;LIU50153;7966946927;Brew Ruzycki;15.75;Avancerad programmering i C++;TDDB89;3;1;U
Datavetenskap;LIU50153;7966946927;Brew Ruzycki;15.75;Informationssökning;TGTU60;1;0;G
Datavetenskap;LIU50153;7966946927;Brew Ruzycki;15.75;Mobila trådlösa nätverk: system och tillämpningar;TDDC22;7;1;G
Datavetenskap;LIU50153;7966946927;Brew Ruzycki;15.75;Sverige och Europa: Från vikingatid till EU;TGTU12;5;0;G
Datavetenskap;LIU50153;7966946927;Brew Ruzycki;15.75;Kompilatorkonstruktion;TDDB44;4;1;VG
Datavetenskap;LIU50153;7966946927;Brew Ruzycki;15.75;Numeriska algoritmer;TANA03;4;1;U
Datavetenskap;LIU50153;7966946927;Brew Ruzycki;15.75;Språklig kommunikation;TGTU02;4;0;G
Datavetenskap;LIU50153;7966946927;Brew Ruzycki;15.75;Flervariabelanalys 5;TATA43;5;1;G
Datavetenskap;LIU50153;7966946927;Brew Ruzycki;15.75;Processprogrammering och operativsystem;TDDB68;4;1;G
Datavetenskap;LIU50153;7966946927;Brew Ruzycki;15.75;Neurala nät i kognitiv neurovetenskap;TDDC11;5;1;G
Datavetenskap;LIU50153;7966946927;Brew Ruzycki;15.75;Artificiell intelligens;TDDC17;4;1;VG
Datavetenskap;LIU50153;7966946927;Brew Ruzycki;15.75;Abstrakt algebra;TATA10;5;1;VG
Datavetenskap;LIU50153;7585954814;Brien Krueger;15.90;Programutvecklingsmetodik teori 2;TDDC93;5;1;G
Datavetenskap;LIU50153;7585954814;Brien Krueger;15.90;Kemi;TFKE16;4;0;G
Datavetenskap;LIU50153;7585954814;Brien Krueger;15.90;Avancerad programmering i C++;TDDB89;3;1;VG
Datavetenskap;LIU50153;7585954814;Brien Krueger;15.90;Informationssökning;TGTU60;1;0;G
Datavetenskap;LIU50153;7585954814;Brien Krueger;15.90;Mobila trådlösa nätverk: system och tillämpningar;TDDC22;7;1;U
Datavetenskap;LIU50153;7585954814;Brien Krueger;15.90;Matematisk statistik;TAMS27;4;1;G
Datavetenskap;LIU50153;7585954814;Brien Krueger;15.90;Kompilatorkonstruktion;TDDB44;4;1;U
Datavetenskap;LIU50153;7585954814;Brien Krueger;15.90;Språklig kommunikation;TGTU02;4;0;U
Datavetenskap;LIU50153;7585954814;Brien Krueger;15.90;Flervariabelanalys 5;TATA43;5;1;U
Datavetenskap;LIU50153;7585954814;Brien Krueger;15.90;Processprogrammering och operativsystem;TDDB68;4;1;G
Datavetenskap;LIU50153;7585954814;Brien Krueger;15.90;Omskrivningssystem;TDDB40;3;1;U
Datavetenskap;LIU50153;7585954814;Brien Krueger;15.90;Neurala nät i kognitiv neurovetenskap;TDDC11;5;1;U
Datavetenskap;LIU50153;7585954814;Brien Krueger;15.90;Abstrakt algebra;TATA10;5;1;G
Datavetenskap;LIU50153;7429229224;Massimo Likourgiotis;20.00;Kemi;TFKE16;4;0;G
Datavetenskap;LIU50153;7429229224;Massimo Likourgiotis;20.00;Industriell ekonomi, grundkurs;TEIE59;3;0;G
Datavetenskap;LIU50153;7429229224;Massimo Likourgiotis;20.00;Lingvistik, grundkurs;TDDC89;4;1;G
Datavetenskap;LIU50153;7429229224;Massimo Likourgiotis;20.00;Konstruktion och analys av algoritmer 3;TDDA32;5;1;G
Datavetenskap;LIU50153;7429229224;Massimo Likourgiotis;20.00;Avancerad programmering i C++;TDDB89;3;1;G
Datavetenskap;LIU50153;7429229224;Massimo Likourgiotis;20.00;Informationssökning;TGTU60;1;0;G
Datavetenskap;LIU50153;7429229224;Massimo Likourgiotis;20.00;Mobila trådlösa nätverk: system och tillämpningar;TDDC22;7;1;G
Datavetenskap;LIU50153;7429229224;Massimo Likourgiotis;20.00;Sverige och Europa: Från vikingatid till EU;TGTU12;5;0;VG
Datavetenskap;LIU50153;7429229224;Massimo Likourgiotis;20.00;Kompilatorkonstruktion;TDDB44;4;1;VG
Datavetenskap;LIU50153;7429229224;Massimo Likourgiotis;20.00;Språklig kommunikation;TGTU02;4;0;G
Datavetenskap;LIU50153;7429229224;Massimo Likourgiotis;20.00;Numeriska algoritmer;TANA03;4;1;G
Datavetenskap;LIU50153;7429229224;Massimo Likourgiotis;20.00;Flervariabelanalys 5;TATA43;5;1;G
Datavetenskap;LIU50153;7429229224;Massimo Likourgiotis;20.00;Bioteknisk biokemi;TFKE32;4;0;G
Datavetenskap;LIU50153;7429229224;Massimo Likourgiotis;20.00;Omskrivningssystem;TDDB40;3;1;G
Datavetenskap;LIU50153;7429229224;Massimo Likourgiotis;20.00;Artificiell intelligens;TDDC17;4;1;G
Datavetenskap;LIU50153;7429229224;Massimo Likourgiotis;20.00;Abstrakt algebra;TATA10;5;1;G
Datavetenskap;LIU50153;8719918505;Casey Patteson;14.34;Programutvecklingsmetodik teori 2;TDDC93;5;1;VG
Datavetenskap;LIU50153;8719918505;Casey Patteson;14.34;Kemi;TFKE16;4;0;VG
Datavetenskap;LIU50153;8719918505;Casey Patteson;14.34;Industriell ekonomi, grundkurs;TEIE59;3;0;G
Datavetenskap;LIU50153;8719918505;Casey Patteson;14.34;Lingvistik, grundkurs;TDDC89;4;1;G
Datavetenskap;LIU50153;8719918505;Casey Patteson;14.34;Avancerad programmering i C++;TDDB89;3;1;G
Datavetenskap;LIU50153;8719918505;Casey Patteson;14.34;Konstruktion och analys av algoritmer 3;TDDA32;5;1;VG
Datavetenskap;LIU50153;8719918505;Casey Patteson;14.34;Mobila trådlösa nätverk: system och tillämpningar;TDDC22;7;1;U
Datavetenskap;LIU50153;8719918505;Casey Patteson;14.34;Sverige och Europa: Från vikingatid till EU;TGTU12;5;0;U
Datavetenskap;LIU50153;8719918505;Casey Patteson;14.34;Matematisk statistik;TAMS27;4;1;VG
Datavetenskap;LIU50153;8719918505;Casey Patteson;14.34;Kompilatorkonstruktion;TDDB44;4;1;U
Datavetenskap;LIU50153;8719918505;Casey Patteson;14.34;Numeriska algoritmer;TANA03;4;1;G
Datavetenskap;LIU50153;8719918505;Casey Patteson;14.34;Språklig kommunikation;TGTU02;4;0;G
Datavetenskap;LIU50153;8719918505;Casey Patteson;14.34;Flervariabelanalys 5;TATA43;5;1;G
Datavetenskap;LIU50153;8719918505;Casey Patteson;14.34;Bioteknisk biokemi;TFKE32;4;0;U
Datavetenskap;LIU50153;8719918505;Casey Patteson;14.34;Processprogrammering och operativsystem;TDDB68;4;1;U
Datavetenskap;LIU50153;8719918505;Casey Patteson;14.34;Omskrivningssystem;TDDB40;3;1;G
Datavetenskap;LIU50153;8719918505;Casey Patteson;14.34;Abstrakt algebra;TATA10;5;1;G
Datavetenskap;LIU50153;5954623104;Haroun Syssupport;15.06;Programutvecklingsmetodik teori 2;TDDC93;5;1;G
Datavetenskap;LIU50153;5954623104;Haroun Syssupport;15.06;Kemi;TFKE16;4;0;G
Datavetenskap;LIU50153;5954623104;Haroun Syssupport;15.06;Lingvistik, grundkurs;TDDC89;4;1;G
Datavetenskap;LIU50153;5954623104;Haroun Syssupport;15.06;Konstruktion och analys av algoritmer 3;TDDA32;5;1;G
Datavetenskap;LIU50153;5954623104;Haroun Syssupport;15.06;Avancerad programmering i C++;TDDB89;3;1;G
Datavetenskap;LIU50153;5954623104;Haroun Syssupport;15.06;Mobila trådlösa nätverk: system och tillämpningar;TDDC22;7;1;G
Datavetenskap;LIU50153;5954623104;Haroun Syssupport;15.06;Sverige och Europa: Från vikingatid till EU;TGTU12;5;0;G
Datavetenskap;LIU50153;5954623104;Haroun Syssupport;15.06;Språklig kommunikation;TGTU02;4;0;G
Datavetenskap;LIU50153;5954623104;Haroun Syssupport;15.06;Bioteknisk biokemi;TFKE32;4;0;U
Datavetenskap;LIU50153;5954623104;Haroun Syssupport;15.06;Processprogrammering och operativsystem;TDDB68;4;1;G
Datavetenskap;LIU50153;5954623104;Haroun Syssupport;15.06;Omskrivningssystem;TDDB40;3;1;G
Datavetenskap;LIU50153;5954623104;Haroun Syssupport;15.06;Artificiell intelligens;TDDC17;4;1;G
Datavetenskap;LIU50153;5954623104;Haroun Syssupport;15.06;Abstrakt algebra;TATA10;5;1;G
Datavetenskap;LIU50153;4774958909;Silvain Haydon;20.00;Industriell ekonomi, grundkurs;TEIE59;3;0;G
Datavetenskap;LIU50153;4774958909;Silvain Haydon;20.00;Konstruktion och analys av algoritmer 3;TDDA32;5;1;VG
Datavetenskap;LIU50153;4774958909;Silvain Haydon;20.00;Mobila trådlösa nätverk: system och tillämpningar;TDDC22;7;1;G
Datavetenskap;LIU50153;4774958909;Silvain Haydon;20.00;Informationssökning;TGTU60;1;0;G
Datavetenskap;LIU50153;4774958909;Silvain Haydon;20.00;Sverige och Europa: Från vikingatid till EU;TGTU12;5;0;VG
Datavetenskap;LIU50153;4774958909;Silvain Haydon;20.00;Matematisk statistik;TAMS27;4;1;VG
Datavetenskap;LIU50153;4774958909;Silvain Haydon;20.00;Språklig kommunikation;TGTU02;4;0;G
Datavetenskap;LIU50153;4774958909;Silvain Haydon;20.00;Numeriska algoritmer;TANA03;4;1;G
Datavetenskap;LIU50153;4774958909;Silvain Haydon;20.00;Flervariabelanalys 5;TATA43;5;1;G
Datavetenskap;LIU50153;4774958909;Silvain Haydon;20.00;Bioteknisk biokemi;TFKE32;4;0;G
Datavetenskap;LIU50153;4774958909;Silvain Haydon;20.00;Processprogrammering och operativsystem;TDDB68;4;1;G
Datavetenskap;LIU50153;4774958909;Silvain Haydon;20.00;Omskrivningssystem;TDDB40;3;1;G
Datavetenskap;LIU50153;4774958909;Silvain Haydon;20.00;Artificiell intelligens;TDDC17;4;1;G
Datavetenskap;LIU50153;4774958909;Silvain Haydon;20.00;Abstrakt algebra;TATA10;5;1;G
Datavetenskap;LIU50153;1065973917;Sawyere Schenck;6.52;Kompilatorkonstruktion;TDDB44;4;1;U
Datavetenskap;LIU50153;1065973917;Sawyere Schenck;6.52;Språklig kommunikation;TGTU02;4;0;U
Datavetenskap;LIU50153;1065973917;Sawyere Schenck;6.52;Numeriska algoritmer;TANA03;4;1;U
Datavetenskap;LIU50153;1065973917;Sawyere Schenck;6.52;Flervariabelanalys 5;TATA43;5;1;U
Datavetenskap;LIU50153;1065973917;Sawyere Schenck;6.52;Processprogrammering och operativsystem;TDDB68;4;1;U
Datavetenskap;LIU50153;1065973917;Sawyere Schenck;6.52;Bioteknisk biokemi;TFKE32;4;0;U
Datavetenskap;LIU50153;1065973917;Sawyere Schenck;6.52;Industriell ekonomi, grundkurs;TEIE59;3;0;U
Datavetenskap;LIU50153;1065973917;Sawyere Schenck;6.52;Omskrivningssystem;TDDB40;3;1;U
Datavetenskap;LIU50153;1065973917;Sawyere Schenck;6.52;Matematisk statistik;TAMS27;4;1;U
Datavetenskap;LIU50153;1065973917;Sawyere Schenck;6.52;Abstrakt algebra;TATA10;5;1;U
Datavetenskap;LIU50153;2101099858;Dionysus Hoorman;17.55;Programutvecklingsmetodik teori 2;TDDC93;5;1;G
Datavetenskap;LIU50153;2101099858;Dionysus Hoorman;17.55;Industriell ekonomi, grundkurs;TEIE59;3;0;G
Datavetenskap;LIU50153;2101099858;Dionysus Hoorman;17.55;Konstruktion och analys av algoritmer 3;TDDA32;5;1;G
Datavetenskap;LIU50153;2101099858;Dionysus Hoorman;17.55;Avancerad programmering i C++;TDDB89;3;1;G
Datavetenskap;LIU50153;2101099858;Dionysus Hoorman;17.55;Mobila trådlösa nätverk: system och tillämpningar;TDDC22;7;1;G
Datavetenskap;LIU50153;2101099858;Dionysus Hoorman;17.55;Informationssökning;TGTU60;1;0;VG
Datavetenskap;LIU50153;2101099858;Dionysus Hoorman;17.55;Sverige och Europa: Från vikingatid till EU;TGTU12;5;0;G
Datavetenskap;LIU50153;2101099858;Dionysus Hoorman;17.55;Matematisk statistik;TAMS27;4;1;G
Datavetenskap;LIU50153;2101099858;Dionysus Hoorman;17.55;Numeriska algoritmer;TANA03;4;1;G
Datavetenskap;LIU50153;2101099858;Dionysus Hoorman;17.55;Språklig kommunikation;TGTU02;4;0;VG
Datavetenskap;LIU50153;2101099858;Dionysus Hoorman;17.55;Flervariabelanalys 5;TATA43;5;1;U
Datavetenskap;LIU50153;2101099858;Dionysus Hoorman;17.55;Omskrivningssystem;TDDB40;3;1;G
Datavetenskap;LIU50153;2101099858;Dionysus Hoorman;17.55;Artificiell intelligens;TDDC17;4;1;G
Datavetenskap;LIU50153;2101099858;Dionysus Hoorman;17.55;Neurala nät i kognitiv neurovetenskap;TDDC11;5;1;G
Datavetenskap;LIU50153;2101099858;Dionysus Hoorman;17.55;Abstrakt algebra;TATA10;5;1;VG
Datavetenskap;LIU50153;1154258659;Sigfrid Kammerer;14.38;Programutvecklingsmetodik teori 2;TDDC93;5;1;G
Datavetenskap;LIU50153;1154258659;Sigfrid Kammerer;14.38;Kemi;TFKE16;4;0;VG
Datavetenskap;LIU50153;1154258659;Sigfrid Kammerer;14.38;Industriell ekonomi, grundkurs;TEIE59;3;0;U
Datavetenskap;LIU50153;1154258659;Sigfrid Kammerer;14.38;Konstruktion och analys av algoritmer 3;TDDA32;5;1;G
Datavetenskap;LIU50153;1154258659;Sigfrid Kammerer;14.38;Avancerad programmering i C++;TDDB89;3;1;G
Datavetenskap;LIU50153;1154258659;Sigfrid Kammerer;14.38;Mobila trådlösa nätverk: system och tillämpningar;TDDC22;7;1;G
Datavetenskap;LIU50153;1154258659;Sigfrid Kammerer;14.38;Informationssökning;TGTU60;1;0;U
Datavetenskap;LIU50153;1154258659;Sigfrid Kammerer;14.38;Matematisk statistik;TAMS27;4;1;U
Datavetenskap;LIU50153;1154258659;Sigfrid Kammerer;14.38;Sverige och Europa: Från vikingatid till EU;TGTU12;5;0;VG
Datavetenskap;LIU50153;1154258659;Sigfrid Kammerer;14.38;Kompilatorkonstruktion;TDDB44;4;1;G
Datavetenskap;LIU50153;1154258659;Sigfrid Kammerer;14.38;Flervariabelanalys 5;TATA43;5;1;U
Datavetenskap;LIU50153;1154258659;Sigfrid Kammerer;14.38;Bioteknisk biokemi;TFKE32;4;0;U
Datavetenskap;LIU50153;1154258659;Sigfrid Kammerer;14.38;Processprogrammering och operativsystem;TDDB68;4;1;G
Datavetenskap;LIU50153;1154258659;Sigfrid Kammerer;14.38;Omskrivningssystem;TDDB40;3;1;G
Datavetenskap;LIU50153;1154258659;Sigfrid Kammerer;14.38;Artificiell intelligens;TDDC17;4;1;U
Datavetenskap;LIU50153;1154258659;Sigfrid Kammerer;14.38;Abstrakt algebra;TATA10;5;1;G
Datavetenskap;LIU50153;3577385688;Lodovico Shiell;15.03;Programutvecklingsmetodik teori 2;TDDC93;5;1;G
Datavetenskap;LIU50153;3577385688;Lodovico Shiell;15.03;Kemi;TFKE16;4;0;G
Datavetenskap;LIU50153;3577385688;Lodovico Shiell;15.03;Industriell ekonomi, grundkurs;TEIE59;3;0;G
Datavetenskap;LIU50153;3577385688;Lodovico Shiell;15.03;Avancerad programmering i C++;TDDB89;3;1;G
Datavetenskap;LIU50153;3577385688;Lodovico Shiell;15.03;Konstruktion och analys av algoritmer 3;TDDA32;5;1;G
Datavetenskap;LIU50153;3577385688;Lodovico Shiell;15.03;Informationssökning;TGTU60;1;0;G
Datavetenskap;LIU50153;3577385688;Lodovico Shiell;15.03;Mobila trådlösa nätverk: system och tillämpningar;TDDC22;7;1;G
Datavetenskap;LIU50153;3577385688;Lodovico Shiell;15.03;Sverige och Europa: Från vikingatid till EU;TGTU12;5;0;U
Datavetenskap;LIU50153;3577385688;Lodovico Shiell;15.03;Matematisk statistik;TAMS27;4;1;G
Datavetenskap;LIU50153;3577385688;Lodovico Shiell;15.03;Kompilatorkonstruktion;TDDB44;4;1;G
Datavetenskap;LIU50153;3577385688;Lodovico Shiell;15.03;Numeriska algoritmer;TANA03;4;1;G
Datavetenskap;LIU50153;3577385688;Lodovico Shiell;15.03;Flervariabelanalys 5;TATA43;5;1;VG
Datavetenskap;LIU50153;3577385688;Lodovico Shiell;15.03;Bioteknisk biokemi;TFKE32;4;0;G
Datavetenskap;LIU50153;3577385688;Lodovico Shiell;15.03;Processprogrammering och operativsystem;TDDB68;4;1;U
Datavetenskap;LIU50153;3577385688;Lodovico Shiell;15.03;Omskrivningssystem;TDDB40;3;1;G
Datavetenskap;LIU50153;3577385688;Lodovico Shiell;15.03;Artificiell intelligens;TDDC17;4;1;G
Datavetenskap;LIU50153;3577385688;Lodovico Shiell;15.03;Neurala nät i kognitiv neurovetenskap;TDDC11;5;1;G
Datavetenskap;LIU50153;3577385688;Lodovico Shiell;15.03;Abstrakt algebra;TATA10;5;1;G
Datavetenskap;LIU50153;9108948858;Hurlee Kaufman;17.13;Programutvecklingsmetodik teori 2;TDDC93;5;1;G
Datavetenskap;LIU50153;9108948858;Hurlee Kaufman;17.13;Industriell ekonomi, grundkurs;TEIE59;3;0;G
Datavetenskap;LIU50153;9108948858;Hurlee Kaufman;17.13;Lingvistik, grundkurs;TDDC89;4;1;G
Datavetenskap;LIU50153;9108948858;Hurlee Kaufman;17.13;Konstruktion och analys av algoritmer 3;TDDA32;5;1;G
Datavetenskap;LIU50153;9108948858;Hurlee Kaufman;17.13;Avancerad programmering i C++;TDDB89;3;1;G
Datavetenskap;LIU50153;9108948858;Hurlee Kaufman;17.13;Mobila trådlösa nätverk: system och tillämpningar;TDDC22;7;1;G
Datavetenskap;LIU50153;9108948858;Hurlee Kaufman;17.13;Sverige och Europa: Från vikingatid till EU;TGTU12;5;0;G
Datavetenskap;LIU50153;9108948858;Hurlee Kaufman;17.13;Matematisk statistik;TAMS27;4;1;VG
Datavetenskap;LIU50153;9108948858;Hurlee Kaufman;17.13;Språklig kommunikation;TGTU02;4;0;G
Datavetenskap;LIU50153;9108948858;Hurlee Kaufman;17.13;Numeriska algoritmer;TANA03;4;1;G
Datavetenskap;LIU50153;9108948858;Hurlee Kaufman;17.13;Bioteknisk biokemi;TFKE32;4;0;G
Datavetenskap;LIU50153;9108948858;Hurlee Kaufman;17.13;Processprogrammering och operativsystem;TDDB68;4;1;VG
Datavetenskap;LIU50153;9108948858;Hurlee Kaufman;17.13;Omskrivningssystem;TDDB40;3;1;G
Datavetenskap;LIU50153;9108948858;Hurlee Kaufman;17.13;Artificiell intelligens;TDDC17;4;1;G
Datavetenskap;LIU50153;9108948858;Hurlee Kaufman;17.13;Abstrakt algebra;TATA10;5;1;VG
Datavetenskap;LIU50153;7979862453;Dicky Buckman;16.26;Kompilatorkonstruktion;TDDB44;4;1;G
Datavetenskap;LIU50153;7979862453;Dicky Buckman;16.26;Processprogrammering och operativsystem;TDDB68;4;1;U
Datavetenskap;LIU50153;7979862453;Dicky Buckman;16.26;Kemi;TFKE16;4;0;VG
Datavetenskap;LIU50153;7979862453;Dicky Buckman;16.26;Industriell ekonomi, grundkurs;TEIE59;3;0;G
Datavetenskap;LIU50153;7979862453;Dicky Buckman;16.26;Mobila trådlösa nätverk: system och tillämpningar;TDDC22;7;1;G
Datavetenskap;LIU50153;7979862453;Dicky Buckman;16.26;Informationssökning;TGTU60;1;0;U
Datavetenskap;LIU50153;7979862453;Dicky Buckman;16.26;Matematisk statistik;TAMS27;4;1;G
Datavetenskap;LIU50153;7979862453;Dicky Buckman;16.26;Abstrakt algebra;TATA10;5;1;VG
Datavetenskap;LIU50153;7439186205;Goober Tredway;8.92;Programutvecklingsmetodik teori 2;TDDC93;5;1;U
Datavetenskap;LIU50153;7439186205;Goober Tredway;8.92;Kemi;TFKE16;4;0;U
Datavetenskap;LIU50153;7439186205;Goober Tredway;8.92;Lingvistik, grundkurs;TDDC89;4;1;U
Datavetenskap;LIU50153;7439186205;Goober Tredway;8.92;Avancerad programmering i C++;TDDB89;3;1;U
Datavetenskap;LIU50153;7439186205;Goober Tredway;8.92;Informationssökning;TGTU60;1;0;U
Datavetenskap;LIU50153;7439186205;Goober Tredway;8.92;Mobila trådlösa nätverk: system och tillämpningar;TDDC22;7;1;U
Datavetenskap;LIU50153;7439186205;Goober Tredway;8.92;Sverige och Europa: Från vikingatid till EU;TGTU12;5;0;U
Datavetenskap;LIU50153;7439186205;Goober Tredway;8.92;Matematisk statistik;TAMS27;4;1;U
Datavetenskap;LIU50153;7439186205;Goober Tredway;8.92;Språklig kommunikation;TGTU02;4;0;G
Datavetenskap;LIU50153;7439186205;Goober Tredway;8.92;Numeriska algoritmer;TANA03;4;1;U
Datavetenskap;LIU50153;7439186205;Goober Tredway;8.92;Flervariabelanalys 5;TATA43;5;1;U
Datavetenskap;LIU50153;7439186205;Goober Tredway;8.92;Processprogrammering och operativsystem;TDDB68;4;1;U
Datavetenskap;LIU50153;7439186205;Goober Tredway;8.92;Bioteknisk biokemi;TFKE32;4;0;U
Datavetenskap;LIU50153;7439186205;Goober Tredway;8.92;Omskrivningssystem;TDDB40;3;1;U
Datavetenskap;LIU50153;7439186205;Goober Tredway;8.92;Artificiell intelligens;TDDC17;4;1;U
Datavetenskap;LIU50153;7439186205;Goober Tredway;8.92;Abstrakt algebra;TATA10;5;1;U
Datavetenskap;LIU50153;1703141568;Leland Janssen;17.85;Kemi;TFKE16;4;0;G
Datavetenskap;LIU50153;1703141568;Leland Janssen;17.85;Industriell ekonomi, grundkurs;TEIE59;3;0;G
Datavetenskap;LIU50153;1703141568;Leland Janssen;17.85;Lingvistik, grundkurs;TDDC89;4;1;G
Datavetenskap;LIU50153;1703141568;Leland Janssen;17.85;Konstruktion och analys av algoritmer 3;TDDA32;5;1;G
Datavetenskap;LIU50153;1703141568;Leland Janssen;17.85;Avancerad programmering i C++;TDDB89;3;1;G
Datavetenskap;LIU50153;1703141568;Leland Janssen;17.85;Informationssökning;TGTU60;1;0;VG
Datavetenskap;LIU50153;1703141568;Leland Janssen;17.85;Mobila trådlösa nätverk: system och tillämpningar;TDDC22;7;1;G
Datavetenskap;LIU50153;1703141568;Leland Janssen;17.85;Sverige och Europa: Från vikingatid till EU;TGTU12;5;0;G
Datavetenskap;LIU50153;1703141568;Leland Janssen;17.85;Matematisk statistik;TAMS27;4;1;G
Datavetenskap;LIU50153;1703141568;Leland Janssen;17.85;Kompilatorkonstruktion;TDDB44;4;1;G
Datavetenskap;LIU50153;1703141568;Leland Janssen;17.85;Numeriska algoritmer;TANA03;4;1;G
Datavetenskap;LIU50153;1703141568;Leland Janssen;17.85;Språklig kommunikation;TGTU02;4;0;G
Datavetenskap;LIU50153;1703141568;Leland Janssen;17.85;Bioteknisk biokemi;TFKE32;4;0;G
Datavetenskap;LIU50153;1703141568;Leland Janssen;17.85;Omskrivningssystem;TDDB40;3;1;G
Datavetenskap;LIU50153;1703141568;Leland Janssen;17.85;Artificiell intelligens;TDDC17;4;1;G
Datavetenskap;LIU50153;1703141568;Leland Janssen;17.85;Neurala nät i kognitiv neurovetenskap;TDDC11;5;1;VG
Datavetenskap;LIU50153;1265867830;Hakim Petretta;14.94;Programutvecklingsmetodik teori 2;TDDC93;5;1;G
Datavetenskap;LIU50153;1265867830;Hakim Petretta;14.94;Kemi;TFKE16;4;0;VG
Datavetenskap;LIU50153;1265867830;Hakim Petretta;14.94;Industriell ekonomi, grundkurs;TEIE59;3;0;U
Datavetenskap;LIU50153;1265867830;Hakim Petretta;14.94;Avancerad programmering i C++;TDDB89;3;1;G
Datavetenskap;LIU50153;1265867830;Hakim Petretta;14.94;Konstruktion och analys av algoritmer 3;TDDA32;5;1;U
Datavetenskap;LIU50153;1265867830;Hakim Petretta;14.94;Informationssökning;TGTU60;1;0;U
Datavetenskap;LIU50153;1265867830;Hakim Petretta;14.94;Matematisk statistik;TAMS27;4;1;G
Datavetenskap;LIU50153;1265867830;Hakim Petretta;14.94;Kompilatorkonstruktion;TDDB44;4;1;G
Datavetenskap;LIU50153;1265867830;Hakim Petretta;14.94;Numeriska algoritmer;TANA03;4;1;G
Datavetenskap;LIU50153;1265867830;Hakim Petretta;14.94;Språklig kommunikation;TGTU02;4;0;G
Datavetenskap;LIU50153;1265867830;Hakim Petretta;14.94;Flervariabelanalys 5;TATA43;5;1;G
Datavetenskap;LIU50153;1265867830;Hakim Petretta;14.94;Bioteknisk biokemi;TFKE32;4;0;U
